Age,Job,MaritalStatus,EducationLevel,CurrentCustomer,UsesRelevantService,ContactMeans,ContactDay,ContactMonth,ContactsTotal,DaysFromPrevAttempt,PrevAttempts,PrevOutcome,CallStartTime,CallEndTime,Outcome
46,retired,married,secondary,0,0,mobile-phone,25,nov,1,-1,0,,15:36:31,15:45:32,1
59,retired,married,secondary,0,0,mobile-phone,13,aug,2,-1,0,,09:07:55,09:12:47,0
45,construction worker,married,secondary,1,1,mobile-phone,12,may,2,-1,0,,11:53:00,11:56:00,0
54,data analyst,married,tertiary,0,0,mobile-phone,3,feb,1,-1,0,,11:51:20,12:18:35,1
32,data analyst,single,tertiary,0,0,mobile-phone,4,may,2,-1,0,,11:18:54,11:27:34,0
47,engineer,divorced,secondary,1,1,telephone,17,oct,1,-1,0,,17:08:36,17:16:34,1
37,data analyst,married,tertiary,0,0,mobile-phone,21,oct,1,90,5,success,09:36:21,09:49:00,1
56,technician,single,secondary,1,0,mobile-phone,20,nov,8,-1,0,,15:34:28,15:40:35,0
49,construction worker,married,secondary,1,0,,19,may,5,-1,0,,16:36:19,16:39:12,0
31,data analyst,single,tertiary,0,0,mobile-phone,21,aug,2,-1,0,,14:28:54,14:32:32,0
48,retired,married,primary,0,0,mobile-phone,28,aug,23,-1,0,,10:07:12,10:07:32,0
27,technician,single,secondary,1,0,mobile-phone,18,may,2,-1,0,,10:18:47,10:23:56,0
37,construction worker,married,secondary,1,0,mobile-phone,12,may,1,-1,0,,09:54:14,09:56:47,0
30,data analyst,married,tertiary,1,1,mobile-phone,18,jul,1,-1,0,,17:54:18,17:58:41,0
43,data analyst,single,tertiary,0,0,mobile-phone,30,jun,2,296,1,failure,16:08:12,16:12:47,1
38,technician,married,secondary,0,0,,14,apr,1,-1,0,,10:46:03,10:48:56,1
38,self-employed,single,tertiary,0,0,mobile-phone,11,aug,3,-1,0,,12:52:10,12:55:06,0
28,retired,single,tertiary,1,0,mobile-phone,6,feb,2,-1,0,,13:54:24,13:56:39,0
57,construction worker,married,primary,1,0,,6,may,2,-1,0,,10:46:32,10:49:07,0
33,data analyst,single,tertiary,0,0,mobile-phone,8,mar,2,-1,0,,09:43:59,09:48:00,1
30,entrepreneur,single,secondary,0,0,mobile-phone,3,feb,4,-1,0,,16:27:16,16:50:40,1
46,technician,married,secondary,1,0,mobile-phone,17,apr,3,148,1,success,09:30:56,09:36:22,0
44,data analyst,married,tertiary,0,0,mobile-phone,27,aug,3,-1,0,,16:43:31,16:52:14,1
32,engineer,divorced,secondary,0,1,mobile-phone,17,jul,1,-1,0,,14:23:10,14:34:36,0
37,technician,single,secondary,1,0,,23,may,1,-1,0,,10:30:30,10:32:00,0
31,data analyst,single,tertiary,1,0,,9,may,2,-1,0,,10:46:24,10:48:58,0
72,self-employed,married,tertiary,0,0,mobile-phone,1,jul,2,65,1,success,15:21:16,15:25:36,1
60,retired,married,secondary,0,0,mobile-phone,15,jul,3,-1,0,,15:07:40,15:09:14,0
28,construction worker,single,secondary,1,0,mobile-phone,4,jul,3,-1,0,,12:20:20,12:37:44,1
28,data analyst,single,tertiary,1,0,,4,jun,2,-1,0,,17:52:29,17:57:27,0
27,engineer,divorced,secondary,1,0,mobile-phone,16,jul,1,-1,0,,16:47:31,16:58:23,1
18,student,single,primary,0,0,mobile-phone,12,aug,1,-1,0,,13:30:30,13:34:57,1
59,engineer,married,secondary,0,1,mobile-phone,7,aug,2,-1,0,,13:35:04,13:36:57,0
59,retired,married,primary,0,0,,16,jun,1,-1,0,,09:01:54,09:02:33,0
48,technician,divorced,secondary,1,0,mobile-phone,12,may,2,-1,0,,11:16:16,11:17:43,0
80,retired,married,primary,0,0,mobile-phone,28,jan,1,91,3,success,11:01:34,11:04:05,1
32,technician,single,tertiary,1,0,mobile-phone,20,apr,4,-1,0,,17:10:50,17:11:10,0
54,technician,married,secondary,0,1,mobile-phone,13,aug,1,-1,0,,11:39:53,11:41:45,0
37,engineer,divorced,secondary,1,0,,3,jun,2,-1,0,,17:01:38,17:02:26,0
50,data analyst,married,tertiary,1,0,mobile-phone,21,nov,2,113,3,failure,10:25:11,10:27:54,0
29,construction worker,married,secondary,1,1,mobile-phone,17,apr,2,-1,0,,15:20:40,15:42:31,1
37,unemployed,single,tertiary,1,0,mobile-phone,18,nov,1,172,2,failure,17:52:48,17:59:17,0
33,civil servant,married,secondary,0,0,mobile-phone,12,may,1,181,5,success,12:20:53,12:26:10,1
44,technician,married,secondary,1,0,,28,may,5,-1,0,,12:46:17,12:48:37,0
36,self-employed,single,tertiary,0,0,mobile-phone,31,jul,3,-1,0,,15:49:38,16:03:10,1
46,construction worker,married,secondary,0,0,,17,jun,2,-1,0,,12:31:23,12:33:13,0
44,construction worker,married,,1,0,mobile-phone,30,apr,1,-1,0,,17:15:15,17:21:02,1
39,civil servant,single,secondary,1,0,mobile-phone,15,jun,1,32,1,failure,13:05:02,13:06:50,0
44,technician,married,secondary,1,0,mobile-phone,27,jan,1,-1,0,,16:19:41,16:31:22,1
45,data analyst,single,tertiary,0,0,mobile-phone,7,sep,2,102,3,failure,17:50:40,18:04:00,1
26,engineer,single,secondary,0,0,mobile-phone,30,jan,2,-1,0,,14:12:55,14:16:41,0
36,civil servant,single,secondary,1,0,mobile-phone,12,may,6,-1,0,,16:19:43,16:26:21,1
32,data analyst,divorced,tertiary,1,0,mobile-phone,29,jan,1,127,3,failure,14:40:29,14:42:40,0
42,unemployed,married,secondary,0,0,mobile-phone,15,oct,3,92,6,success,15:47:24,16:07:00,1
78,retired,married,,0,0,telephone,20,may,3,-1,0,,16:00:27,16:06:18,1
47,construction worker,married,primary,1,0,mobile-phone,13,may,1,-1,0,,10:37:06,10:48:05,1
40,entrepreneur,single,secondary,1,0,mobile-phone,4,feb,3,-1,0,,14:26:40,14:29:39,0
43,engineer,married,secondary,0,0,telephone,10,nov,1,-1,0,,14:09:37,14:18:21,1
34,technician,married,tertiary,1,0,mobile-phone,21,aug,21,-1,0,,13:13:30,13:13:42,0
28,student,single,,0,0,mobile-phone,28,jan,2,-1,0,,15:45:16,15:54:30,0
50,technician,married,secondary,1,0,mobile-phone,17,aug,1,-1,0,,10:02:15,10:14:06,1
31,technician,divorced,tertiary,0,0,mobile-phone,27,aug,6,-1,0,,17:25:53,17:35:34,1
51,entrepreneur,married,primary,1,1,mobile-phone,15,apr,2,-1,0,,12:35:38,12:37:05,0
41,construction worker,married,primary,1,0,mobile-phone,9,apr,1,330,1,failure,15:06:29,15:10:57,0
48,construction worker,married,secondary,0,0,,5,may,3,-1,0,,15:10:12,15:21:21,0
42,technician,divorced,secondary,1,0,,30,oct,1,-1,0,,13:04:40,13:08:34,1
60,engineer,married,secondary,0,0,mobile-phone,24,feb,1,187,4,success,16:36:26,16:38:43,1
29,engineer,single,secondary,1,0,mobile-phone,18,may,4,-1,0,,15:57:48,16:10:42,1
36,civil servant,single,secondary,1,0,mobile-phone,15,may,4,-1,0,,09:43:23,10:00:05,1
48,technician,married,secondary,0,0,mobile-phone,28,jan,4,-1,0,,16:59:58,17:03:39,0
30,engineer,single,secondary,1,0,mobile-phone,14,may,3,346,4,failure,12:12:30,12:27:14,1
37,data analyst,married,tertiary,0,0,mobile-phone,30,apr,1,87,1,success,15:47:25,15:52:40,1
41,technician,married,secondary,0,0,mobile-phone,18,nov,2,-1,0,,15:49:41,15:57:35,0
28,engineer,single,secondary,1,0,,13,may,1,-1,0,,10:53:36,10:57:14,0
35,technician,single,tertiary,0,0,mobile-phone,21,aug,2,-1,0,,15:04:04,15:06:18,0
68,retired,divorced,secondary,0,0,telephone,14,jul,2,-1,0,,12:27:49,12:42:46,1
39,engineer,divorced,secondary,0,0,mobile-phone,21,nov,2,-1,0,,09:16:48,09:29:12,0
33,data analyst,divorced,tertiary,1,0,mobile-phone,12,aug,3,-1,0,,14:24:03,14:35:54,0
64,entrepreneur,married,tertiary,0,0,telephone,9,nov,1,-1,0,,13:54:34,13:57:55,1
27,engineer,married,tertiary,0,0,mobile-phone,25,jan,1,301,3,failure,09:55:44,09:59:44,1
37,engineer,married,secondary,1,1,mobile-phone,22,jun,1,109,3,failure,17:37:56,17:45:35,1
57,construction worker,married,secondary,0,0,mobile-phone,28,jan,2,182,5,failure,09:47:06,09:50:47,0
25,student,single,secondary,0,0,mobile-phone,2,sep,1,183,3,success,13:51:53,13:58:15,1
34,engineer,married,tertiary,1,0,,12,nov,1,170,3,failure,13:11:13,13:13:07,1
58,self-employed,divorced,tertiary,0,0,,9,jun,1,-1,0,,10:40:48,10:52:28,1
29,civil servant,single,tertiary,1,1,mobile-phone,30,jan,5,248,1,failure,14:50:12,14:58:31,0
27,data analyst,single,tertiary,1,0,mobile-phone,18,may,1,-1,0,,09:08:32,09:09:56,0
29,data analyst,married,tertiary,1,0,mobile-phone,17,jul,5,-1,0,,17:19:29,17:41:28,1
43,technician,single,,0,0,mobile-phone,23,oct,1,74,2,success,15:38:46,15:46:42,1
28,construction worker,single,secondary,1,0,,6,jun,6,-1,0,,14:12:36,14:13:48,0
59,retired,married,secondary,0,0,mobile-phone,27,aug,2,97,1,other,10:50:27,10:53:01,0
51,data analyst,married,tertiary,0,0,mobile-phone,20,aug,8,-1,0,,15:04:42,15:19:38,0
57,entrepreneur,married,tertiary,0,1,mobile-phone,16,jul,1,-1,0,,13:48:16,13:51:14,0
62,retired,married,,0,0,mobile-phone,17,feb,1,-1,0,,09:40:30,09:52:47,1
28,engineer,single,secondary,1,1,mobile-phone,18,may,5,-1,0,,10:57:39,11:04:09,1
35,data analyst,single,tertiary,1,1,mobile-phone,7,may,1,-1,0,,14:01:20,14:10:22,1
49,technician,divorced,tertiary,1,0,mobile-phone,12,mar,1,-1,0,,15:11:11,15:15:00,1
41,self-employed,married,tertiary,0,0,mobile-phone,7,aug,2,-1,0,,09:19:22,09:25:14,1
31,data analyst,single,tertiary,0,0,mobile-phone,19,aug,4,-1,0,,15:24:25,15:27:00,0
33,technician,divorced,secondary,0,0,mobile-phone,4,feb,4,-1,0,,09:31:15,09:34:42,0
29,civil servant,single,secondary,1,1,,9,may,2,-1,0,,13:48:31,13:51:27,0
49,civil servant,married,secondary,1,0,mobile-phone,31,jul,25,-1,0,,11:29:47,11:30:15,0
48,data analyst,married,secondary,0,0,mobile-phone,30,apr,1,-1,0,,13:16:18,13:21:13,0
46,data analyst,married,tertiary,0,0,mobile-phone,8,aug,4,-1,0,,09:47:55,10:08:01,1
50,technician,married,secondary,0,0,mobile-phone,7,aug,1,-1,0,,16:17:17,16:28:27,1
50,engineer,single,secondary,0,0,mobile-phone,30,apr,2,-1,0,,13:28:07,13:38:59,1
34,data analyst,single,tertiary,0,0,mobile-phone,27,aug,22,-1,0,,09:30:20,09:32:08,0
43,unemployed,married,tertiary,0,0,mobile-phone,16,jul,1,281,1,failure,12:07:49,12:20:14,1
43,construction worker,single,primary,1,0,,12,jun,1,-1,0,,10:56:19,11:01:36,0
36,engineer,single,secondary,1,0,mobile-phone,16,apr,1,-1,0,,11:47:33,11:51:37,0
41,civil servant,married,secondary,1,0,mobile-phone,17,apr,1,324,1,call-again,11:31:43,11:32:24,0
58,civil servant,divorced,secondary,0,0,mobile-phone,12,aug,1,-1,0,,10:58:42,11:04:14,1
49,retired,married,primary,0,0,telephone,10,jul,1,-1,0,,15:44:01,15:46:20,0
24,engineer,single,secondary,0,0,mobile-phone,3,feb,1,-1,0,,11:48:25,11:50:19,0
30,technician,single,,1,0,mobile-phone,15,may,3,298,3,other,10:46:31,10:49:24,0
32,engineer,single,secondary,1,0,mobile-phone,4,feb,1,246,4,failure,13:02:51,13:29:10,1
47,technician,married,secondary,0,0,mobile-phone,8,jul,2,-1,0,,12:24:54,12:28:50,0
31,technician,divorced,secondary,1,0,mobile-phone,16,jul,1,-1,0,,16:04:00,16:05:12,0
36,civil servant,single,secondary,0,1,mobile-phone,29,jan,2,-1,0,,09:28:28,09:30:00,0
42,construction worker,married,secondary,1,1,mobile-phone,20,apr,2,270,2,failure,13:42:30,13:45:31,0
25,unemployed,single,primary,0,0,mobile-phone,12,apr,3,-1,0,,09:58:20,10:01:16,1
38,engineer,married,tertiary,0,0,mobile-phone,2,jun,1,67,4,success,16:17:24,16:19:07,1
57,technician,divorced,tertiary,0,0,telephone,4,jun,2,-1,0,,14:31:44,14:34:30,1
43,construction worker,divorced,primary,0,0,mobile-phone,3,feb,1,-1,0,,10:56:21,10:58:25,0
41,construction worker,married,secondary,1,0,,2,jun,3,-1,0,,12:14:56,12:16:18,0
30,technician,single,secondary,1,0,mobile-phone,30,apr,3,-1,0,,13:41:57,13:46:25,1
44,technician,single,,1,0,,6,may,6,-1,0,,10:08:24,10:08:37,0
37,engineer,single,secondary,0,0,mobile-phone,23,oct,1,-1,0,,10:35:39,10:37:12,0
37,construction worker,married,secondary,1,0,,2,jun,1,-1,0,,12:55:03,12:55:27,0
53,data analyst,married,tertiary,0,0,mobile-phone,7,may,4,88,8,success,10:24:17,10:27:48,1
33,engineer,single,secondary,0,0,,18,jun,13,-1,0,,17:38:39,17:50:38,0
37,civil servant,single,secondary,0,0,telephone,16,jul,14,-1,0,,14:26:39,14:27:40,0
46,engineer,single,secondary,0,0,,2,jun,4,-1,0,,17:02:45,17:03:56,0
59,entrepreneur,married,secondary,0,1,mobile-phone,29,jul,4,-1,0,,14:17:40,14:19:21,0
42,construction worker,married,primary,1,0,,14,may,4,-1,0,,16:40:05,16:40:27,0
38,engineer,divorced,secondary,1,0,mobile-phone,5,feb,3,251,2,success,10:23:22,10:42:12,1
43,engineer,married,secondary,1,0,mobile-phone,17,nov,2,-1,0,,11:26:06,11:28:29,0
40,technician,married,secondary,1,0,mobile-phone,8,aug,3,-1,0,,17:26:28,17:28:27,0
72,retired,married,primary,0,0,mobile-phone,24,apr,2,-1,0,,17:48:21,17:54:45,1
54,construction worker,divorced,primary,0,0,telephone,13,may,1,183,2,success,13:52:57,13:59:51,1
54,retired,divorced,tertiary,0,0,mobile-phone,27,may,2,-1,0,,15:50:49,15:56:56,1
46,civil servant,married,secondary,0,0,mobile-phone,21,nov,1,-1,0,,13:17:55,13:32:48,1
32,civil servant,single,secondary,1,0,mobile-phone,31,jul,13,-1,0,,13:10:04,13:11:43,0
54,data analyst,married,primary,0,1,mobile-phone,20,nov,3,-1,0,,10:09:02,10:10:46,0
43,technician,married,secondary,0,0,mobile-phone,20,aug,2,-1,0,,15:55:34,15:58:50,0
36,civil servant,single,secondary,1,0,,5,may,2,-1,0,,15:29:34,15:33:09,0
47,civil servant,married,secondary,1,0,mobile-phone,18,may,4,-1,0,,16:34:49,16:38:59,0
29,technician,single,secondary,1,1,mobile-phone,14,may,2,-1,0,,10:03:53,10:10:33,0
76,retired,divorced,primary,0,0,mobile-phone,9,mar,1,181,5,success,17:46:44,17:50:45,1
28,unemployed,single,primary,0,0,mobile-phone,4,may,1,87,3,failure,09:57:05,10:00:18,1
51,civil servant,single,secondary,1,0,mobile-phone,13,may,1,363,1,failure,13:55:39,14:01:49,0
53,construction worker,married,secondary,1,0,,16,may,2,-1,0,,16:27:50,16:42:01,0
29,technician,single,secondary,0,0,mobile-phone,21,apr,1,-1,0,,09:43:52,09:48:26,1
62,entrepreneur,married,secondary,0,0,telephone,29,jan,2,-1,0,,15:27:45,15:34:28,1
37,technician,married,secondary,1,1,mobile-phone,6,feb,3,254,2,failure,13:47:43,13:49:44,0
37,engineer,married,secondary,1,0,,27,may,3,-1,0,,09:42:19,09:54:30,1
37,engineer,married,,1,0,mobile-phone,30,jul,17,-1,0,,17:06:40,17:11:09,0
47,civil servant,married,secondary,0,0,mobile-phone,15,may,2,-1,0,,11:32:13,11:34:26,0
52,construction worker,married,primary,0,0,mobile-phone,3,jul,6,-1,0,,09:45:12,10:01:59,1
50,data analyst,married,secondary,0,0,mobile-phone,16,jul,1,-1,0,,17:17:35,17:25:10,1
31,student,single,tertiary,0,0,mobile-phone,17,sep,3,81,3,failure,16:11:40,16:16:25,1
57,data analyst,married,tertiary,0,1,,20,jun,2,-1,0,,15:49:58,16:08:16,1
57,data analyst,married,tertiary,1,1,mobile-phone,18,nov,2,-1,0,,17:53:17,17:54:54,0
19,student,single,secondary,0,0,mobile-phone,22,oct,2,-1,0,,14:10:47,14:14:59,1
36,engineer,divorced,secondary,1,0,,27,may,1,-1,0,,13:41:52,13:44:23,0
33,data analyst,single,tertiary,1,0,mobile-phone,11,oct,2,503,2,failure,11:05:39,11:12:02,1
29,civil servant,married,secondary,1,0,telephone,13,may,3,-1,0,,12:04:54,12:05:32,0
50,civil servant,married,primary,0,0,mobile-phone,8,aug,2,-1,0,,11:14:40,11:17:35,0
57,construction worker,married,secondary,1,1,mobile-phone,18,may,2,178,5,failure,12:33:20,12:35:02,0
46,retired,married,secondary,0,1,mobile-phone,30,jul,2,-1,0,,15:44:28,15:45:53,0
44,construction worker,single,primary,1,0,mobile-phone,15,may,1,371,2,failure,13:53:58,14:03:09,1
38,student,married,secondary,0,0,mobile-phone,27,aug,8,-1,0,,11:48:43,11:50:14,0
45,data analyst,married,tertiary,1,0,mobile-phone,20,apr,1,-1,0,,11:00:19,11:04:36,0
28,data analyst,married,tertiary,1,0,mobile-phone,9,sep,1,-1,0,,13:01:04,13:04:26,1
66,retired,married,secondary,0,0,mobile-phone,15,nov,2,27,6,failure,15:16:35,15:23:29,0
31,data analyst,single,tertiary,0,0,mobile-phone,4,jun,1,97,2,success,10:34:46,10:54:07,1
47,engineer,married,secondary,1,0,mobile-phone,19,nov,1,-1,0,,15:45:47,15:46:37,0
41,construction worker,divorced,primary,1,0,mobile-phone,18,jul,3,-1,0,,13:13:21,13:24:01,1
53,engineer,married,secondary,1,0,mobile-phone,18,may,1,-1,0,,11:51:17,11:57:44,1
42,data analyst,married,tertiary,1,1,mobile-phone,28,jan,1,-1,0,,09:41:20,09:43:36,0
38,engineer,married,secondary,1,0,mobile-phone,4,may,5,-1,0,,15:17:54,15:22:42,1
37,construction worker,married,secondary,0,0,,6,jun,1,-1,0,,17:36:53,17:37:51,0
33,,single,secondary,0,1,mobile-phone,19,nov,1,-1,0,,12:44:40,13:00:46,0
23,construction worker,married,secondary,0,0,mobile-phone,14,aug,2,-1,0,,09:47:29,09:49:09,1
49,construction worker,married,primary,1,0,,29,may,2,-1,0,,12:10:27,12:13:02,0
52,technician,divorced,secondary,0,0,mobile-phone,14,jul,5,-1,0,,09:38:00,09:44:33,0
34,technician,divorced,tertiary,1,0,mobile-phone,7,aug,2,-1,0,,15:21:41,15:31:28,1
24,data analyst,single,tertiary,0,0,mobile-phone,12,jun,2,95,4,success,12:07:12,12:11:11,1
37,construction worker,single,secondary,0,0,,20,jun,1,-1,0,,11:46:39,11:47:33,0
31,construction worker,married,primary,1,0,mobile-phone,15,may,1,291,3,failure,12:06:11,12:08:39,0
44,data analyst,divorced,tertiary,1,0,,20,jun,2,-1,0,,14:06:30,14:08:35,0
25,data analyst,single,tertiary,1,1,mobile-phone,8,jul,1,-1,0,,12:29:17,12:36:22,0
36,technician,married,tertiary,0,0,mobile-phone,16,sep,1,-1,0,,11:10:52,11:13:45,1
36,technician,married,tertiary,0,0,mobile-phone,13,aug,1,-1,0,,16:10:17,16:14:59,1
36,engineer,divorced,tertiary,0,0,mobile-phone,3,dec,1,171,1,failure,10:49:14,10:53:58,1
44,technician,divorced,secondary,0,0,mobile-phone,13,nov,1,92,1,success,14:02:44,14:05:31,1
49,entrepreneur,single,secondary,0,0,mobile-phone,30,apr,2,-1,0,,09:07:46,09:18:04,1
48,construction worker,married,secondary,0,0,mobile-phone,29,jul,6,-1,0,,10:48:10,10:51:45,0
24,student,single,,0,0,mobile-phone,14,jun,1,384,1,other,15:12:18,15:16:23,1
41,civil servant,divorced,secondary,0,0,mobile-phone,14,jul,3,-1,0,,10:38:39,10:40:12,0
31,data analyst,single,tertiary,0,0,mobile-phone,5,jun,2,98,1,success,17:47:42,17:51:09,1
46,unemployed,single,tertiary,0,0,mobile-phone,14,aug,1,-1,0,,13:05:05,13:08:50,1
32,civil servant,single,secondary,1,0,mobile-phone,16,nov,1,-1,0,,17:41:04,17:47:55,1
31,data analyst,single,tertiary,1,0,mobile-phone,16,apr,1,-1,0,,14:33:54,14:39:33,0
22,student,single,secondary,0,0,mobile-phone,7,dec,5,-1,0,,14:35:48,14:39:53,0
38,data analyst,married,tertiary,0,0,mobile-phone,15,sep,3,769,2,failure,10:59:22,11:05:47,1
39,construction worker,married,secondary,1,0,mobile-phone,14,may,1,-1,0,,14:50:44,14:59:10,0
25,construction worker,single,secondary,1,0,mobile-phone,13,apr,4,187,6,success,14:51:15,14:56:10,1
38,construction worker,married,primary,1,0,,8,may,5,-1,0,,13:12:37,13:14:17,0
51,construction worker,married,secondary,0,0,mobile-phone,29,aug,10,-1,0,,14:56:55,14:57:03,0
23,construction worker,married,primary,1,0,mobile-phone,16,apr,1,-1,0,,12:21:16,12:33:39,0
31,technician,married,secondary,1,0,mobile-phone,18,jul,2,-1,0,,09:32:08,09:40:02,1
32,technician,single,secondary,0,0,mobile-phone,18,aug,4,-1,0,,13:27:29,13:37:23,1
30,technician,single,secondary,0,0,mobile-phone,26,aug,21,-1,0,,16:58:08,16:59:14,0
48,technician,married,secondary,1,0,mobile-phone,16,mar,3,238,2,success,09:44:12,09:49:03,0
64,retired,married,secondary,0,0,mobile-phone,13,nov,5,-1,0,,12:29:26,12:32:48,0
25,technician,single,secondary,0,0,mobile-phone,2,sep,7,94,2,call-again,14:02:27,14:05:53,0
37,unemployed,married,secondary,0,0,mobile-phone,9,sep,1,182,1,success,11:01:07,11:07:51,1
27,student,single,secondary,1,0,,7,may,2,-1,0,,11:22:14,11:27:46,0
45,civil servant,divorced,secondary,1,1,mobile-phone,7,may,3,323,30,failure,12:15:33,12:34:28,1
32,data analyst,married,secondary,1,1,mobile-phone,15,may,3,-1,0,,11:52:39,12:01:31,1
36,student,single,,0,0,mobile-phone,10,feb,1,-1,0,,14:49:17,14:51:48,1
33,technician,single,tertiary,0,0,mobile-phone,12,mar,4,-1,0,,12:50:16,12:51:36,1
33,data analyst,married,tertiary,0,0,mobile-phone,26,may,1,103,1,success,10:20:16,10:22:30,0
29,data analyst,single,tertiary,0,0,mobile-phone,4,feb,1,-1,0,,15:07:21,15:10:47,1
36,self-employed,divorced,tertiary,1,0,mobile-phone,21,nov,2,-1,0,,13:21:55,13:23:05,0
61,retired,married,secondary,0,0,telephone,10,aug,1,181,2,success,17:33:46,17:42:26,1
69,retired,married,primary,0,0,mobile-phone,4,feb,4,-1,0,,13:19:07,13:21:23,1
31,data analyst,single,tertiary,0,0,mobile-phone,8,aug,2,-1,0,,09:36:45,09:47:54,1
32,construction worker,single,secondary,0,0,mobile-phone,24,sep,2,444,1,failure,16:17:33,16:21:17,1
42,data analyst,married,,0,0,mobile-phone,19,jul,1,-1,0,,14:05:15,14:09:43,1
32,engineer,single,secondary,1,0,mobile-phone,29,jan,1,-1,0,,12:30:10,12:31:11,0
45,entrepreneur,married,primary,1,0,telephone,28,jul,11,-1,0,,11:41:53,11:43:23,0
51,construction worker,married,primary,0,0,mobile-phone,6,aug,7,-1,0,,13:10:06,13:34:37,1
31,data analyst,married,secondary,0,0,mobile-phone,19,aug,2,-1,0,,17:51:59,17:53:20,0
68,retired,married,secondary,0,0,telephone,21,dec,2,257,1,success,12:50:31,13:24:53,1
33,engineer,married,tertiary,1,0,,26,may,3,-1,0,,13:13:32,13:16:11,0
59,self-employed,married,tertiary,0,0,mobile-phone,4,feb,1,-1,0,,11:27:57,11:32:40,0
48,construction worker,married,primary,1,0,,5,may,2,-1,0,,13:20:12,13:22:17,0
46,engineer,married,secondary,0,0,mobile-phone,22,jul,14,-1,0,,11:40:47,11:41:59,0
51,self-employed,divorced,primary,0,0,mobile-phone,6,may,2,-1,0,,16:48:46,16:50:32,0
41,data analyst,married,tertiary,0,0,mobile-phone,11,aug,5,-1,0,,13:11:53,13:32:35,1
28,self-employed,single,secondary,1,0,mobile-phone,9,feb,4,-1,0,,13:34:14,13:45:55,1
52,data analyst,married,tertiary,0,0,mobile-phone,12,feb,3,-1,0,,10:24:36,10:27:37,1
47,technician,divorced,secondary,0,0,,18,jun,3,-1,0,,10:10:34,10:12:13,0
50,construction worker,married,secondary,0,0,,25,jun,1,-1,0,,17:14:36,17:15:19,0
43,retired,married,primary,1,1,mobile-phone,30,jul,2,-1,0,,16:03:55,16:04:45,0
49,civil servant,divorced,secondary,0,0,mobile-phone,28,jul,2,-1,0,,16:32:29,16:39:21,1
40,technician,divorced,secondary,0,0,mobile-phone,2,feb,2,-1,0,,11:26:36,11:28:39,0
49,data analyst,married,tertiary,0,0,mobile-phone,2,jun,3,293,2,failure,15:49:14,15:52:15,1
37,data analyst,single,secondary,1,1,mobile-phone,2,apr,2,-1,0,,15:41:53,15:49:23,0
36,data analyst,single,tertiary,0,0,mobile-phone,13,oct,1,182,10,success,12:56:34,12:59:23,1
52,data analyst,married,tertiary,0,0,mobile-phone,25,aug,6,-1,0,,10:43:29,10:44:25,0
53,unemployed,divorced,secondary,0,0,mobile-phone,19,nov,1,-1,0,,17:54:02,18:03:23,1
37,engineer,single,tertiary,1,0,mobile-phone,22,sep,1,99,2,success,12:27:13,12:31:12,1
26,engineer,single,secondary,0,0,mobile-phone,15,jan,2,225,13,other,14:59:45,15:01:24,0
55,technician,divorced,secondary,0,0,mobile-phone,28,jan,1,-1,0,,15:22:04,15:39:32,1
38,civil servant,divorced,,0,0,,20,jun,2,-1,0,,15:34:43,15:58:12,1
45,construction worker,single,secondary,0,1,mobile-phone,16,jul,2,-1,0,,11:22:30,11:25:04,0
31,data analyst,married,tertiary,0,0,,20,may,1,-1,0,,15:16:52,15:17:30,0
57,retired,married,primary,0,0,,17,jun,1,-1,0,,15:21:34,15:23:11,0
31,data analyst,married,tertiary,1,1,mobile-phone,28,jul,8,-1,0,,14:10:58,14:22:02,1
58,construction worker,married,secondary,0,0,mobile-phone,11,nov,4,-1,0,,11:53:23,11:54:42,0
52,engineer,married,secondary,1,1,,28,may,2,-1,0,,17:54:58,17:55:59,0
38,construction worker,married,primary,1,0,telephone,12,may,5,-1,0,,09:18:18,09:20:12,0
39,data analyst,married,tertiary,1,0,mobile-phone,15,jul,3,-1,0,,15:18:33,15:32:31,1
57,engineer,married,secondary,0,0,telephone,10,jul,2,-1,0,,17:51:25,17:53:49,0
46,civil servant,divorced,secondary,0,0,,20,jun,3,-1,0,,13:36:57,13:54:00,1
46,data analyst,married,tertiary,1,1,mobile-phone,11,aug,1,-1,0,,14:09:12,14:29:56,1
27,unemployed,single,primary,0,1,mobile-phone,9,jul,2,-1,0,,10:57:49,11:13:08,1
31,civil servant,single,secondary,1,0,,28,may,1,-1,0,,10:35:05,10:38:47,0
55,construction worker,married,secondary,1,0,mobile-phone,7,jul,4,-1,0,,13:53:23,14:01:37,1
59,unemployed,married,secondary,0,0,mobile-phone,28,jan,1,-1,0,,10:06:29,10:11:29,0
48,construction worker,married,secondary,1,0,mobile-phone,4,feb,1,178,2,failure,15:53:25,16:01:34,1
49,construction worker,married,primary,0,0,mobile-phone,29,jan,1,-1,0,,15:36:21,15:47:40,0
52,construction worker,married,secondary,0,1,mobile-phone,17,jul,2,-1,0,,17:02:03,17:14:36,1
33,construction worker,single,secondary,1,0,mobile-phone,14,apr,1,-1,0,,09:13:25,09:23:09,0
38,unemployed,single,secondary,0,0,mobile-phone,1,jun,1,-1,0,,09:35:49,09:53:56,1
39,data analyst,single,tertiary,0,0,mobile-phone,26,aug,7,-1,0,,12:15:04,12:18:29,0
36,data analyst,married,tertiary,0,0,mobile-phone,31,aug,1,455,2,failure,11:50:20,11:55:44,0
